id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url,Total Work Hours,Days Open,Average Daily Hours,Total Social Media,Has Social Media,Popularity
202,Juicy Avenue - Fuencarral,"93 Calle de Fuencarral,Madrid,Spain,28004",40.426896,-3.701734,4.0,2.5,"['International', 'Western']",4,2,+34-910944403,1,1,1,"{'Monday': '07:30 - 23:30', 'Tuesday': '07:30 - 23:30', 'Wednesday': '07:30 - 23:30', 'Thursday': '07:30 - 23:30', 'Friday': '07:30 - 00:00', 'Saturday': '07:30 - 00:00', 'Sunday': '07:30 - 00:00'}",https://www.happycow.net/reviews/juicy-avenue-madrid-286909,113.5,7.0,16.21,3,1,0.24961279928892838
203,Zuppa,"Calle Atocha, 47,Madrid,Spain",40.413298,-3.700621,7.0,3.5,"['Fusion', 'Spanish']",14,2,No phone number,1,0,0,"{'Monday': '12:00 - 23:00', 'Tuesday': '12:00 - 23:00', 'Wednesday': '12:00 - 23:00', 'Thursday': '12:00 - 23:00', 'Friday': '12:00 - 23:00', 'Saturday': '12:00 - 23:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/zuppa-madrid-209406,66.0,6.0,9.43,1,1,0.263873858859693
204,Dale Café ,"C. de los Relatores, 22,Madrid,Spain,28012",40.412609,-3.703515,23.0,5.0,"['International', 'Mediterranean', 'European', 'Spanish']",42,0,No phone number,0,1,0,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/dale-cafe-madrid-354361,66.0,6.0,9.43,1,1,0.1669277632724108
205,Lamucca de Plaza de España  ,"Pl. de España, 11, Moncloa - Aravaca,Madrid,Spain,28008",40.422266,-3.714091,0.0,0.0,"['International', 'Mediterranean', 'European']",1,2,+34-915210000,1,1,1,"{'Monday': '10:00 - 01:30', 'Tuesday': '10:00 - 01:30', 'Wednesday': '10:00 - 01:30', 'Thursday': '10:00 - 01:30', 'Friday': '10:00 - 02:30', 'Saturday': '10:00 - 02:30', 'Sunday': '10:00 - 01:30'}",https://www.happycow.net/reviews/lamucca-de-plaza-de-espana-madrid-396604,110.5,7.0,15.79,3,1,0.13411662315056572
206,Empanadas Las Muns - Tribunal,"88 Calle de Fuencarral,Madrid,Spain,28004",40.426948,-3.701297,0.0,0.0,"['International', 'Spanish']",3,2,+34-663868656,1,1,0,"{'Monday': '08:30 - 22:00', 'Tuesday': '08:30 - 22:00', 'Wednesday': '08:30 - 22:00', 'Thursday': '08:30 - 22:00', 'Friday': '08:30 - 06:00', 'Saturday': '10:30 - 06:00', 'Sunday': '10:30 - 22:00'}",https://www.happycow.net/reviews/empanadas-las-muns-tribunal-madrid-338261,106.5,7.0,15.21,2,1,0.34367794381793604
207,Honest Greens - Fuencarral,"Calle de Fuencarral 95,Madrid,Spain,28004",40.427073,-3.701712,16.0,4.0,"['International', 'European']",13,2,+34-931227664,1,1,1,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 00:00', 'Saturday': '09:30 - 00:00', 'Sunday': '09:30 - 23:00'}",https://www.happycow.net/reviews/honest-greens-madrid-329495,101.5,7.0,14.5,3,1,0.2567375886524823
208,Lamucca de Fuencarral ,"Calle de Fuencarral, 95,Madrid,Spain,28004",40.427073,-3.701712,4.0,3.0,"['American', 'International', 'European', 'Spanish']",0,2,+34-915210000,1,0,1,"{'Monday': '11:00 - 01:30', 'Tuesday': '11:00 - 01:30', 'Wednesday': '11:00 - 01:30', 'Thursday': '11:00 - 02:00', 'Friday': '11:00 - 02:30', 'Saturday': '10:00 - 02:30', 'Sunday': '10:00 - 01:30'}",https://www.happycow.net/reviews/lamucca-de-fuencarral-madrid-298289,106.0,7.0,15.14,2,1,0.1
209,Mala Mujer,"Calle de la Palma, 72,Madrid,Spain,28015",40.426856,-3.70878,0.0,0.0,[],0,2,+34-639132498,0,0,1,"{'Monday': '13:00 - 17:00, 19:00 - 00:00', 'Tuesday': '13:00 - 17:00, 19:00 - 00:00', 'Wednesday': '13:00 - 17:00, 19:00 - 00:00', 'Thursday': '13:00 - 17:00, 19:00 - 00:00', 'Friday': '13:00 - 17:00, 19:00 - 00:00', 'Saturday': '12:00 - 17:00, 19:00 - 00:00', 'Sunday': '12:00 - 14:30'}",https://www.happycow.net/reviews/mala-mujer-madrid-386768,57.5,7.0,8.21,1,1,0.2850349054682147
210,Ay! Rosa,"Calle de León, 16,Madrid,Spain,28014",40.413832,-3.698997,7.0,3.5,['Mexican'],22,2,+34-914203068,1,0,1,"{'Monday': '19:00 - 00:00', 'Tuesday': '19:00 - 00:00', 'Wednesday': '19:00 - 00:00', 'Thursday': '19:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/ay-rosa-madrid-236098,53.0,7.0,7.57,2,1,0.22700183323148715
211,Colorado Cantina Express,"Martín de los heros. 4,Madrid,Spain,28008",40.42411,-3.713109,7.0,3.0,['Mexican'],4,2,+34-625536840,0,0,1,"{'Monday': '18:00 - 01:30', 'Tuesday': '18:00 - 01:30', 'Wednesday': '18:00 - 01:30', 'Thursday': '18:00 - 01:30', 'Friday': '18:00 - 01:30', 'Saturday': '18:00 - 01:30', 'Sunday': '18:00 - 01:30'}",https://www.happycow.net/reviews/colorado-cantina-express-madrid-128575,52.5,7.0,7.5,1,1,0.2796774253282225
212,"Good Shit, Vegan Kebabs","Calle de San Bernardino 20, Centro,Madrid,Spain,28015",40.4257,-3.711392,5.0,3.5,"['Mediterranean', 'Middle Eastern']",8,2,+34-623105076,1,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '19:00 - 23:00', 'Thursday': '19:00 - 23:00', 'Friday': '12:30 - 16:00, 19:00 - 23:00', 'Saturday': '12:30 - 16:00, 19:00 - 23:00', 'Sunday': '12:30 - 16:00, 19:00 - 23:00'}",https://www.happycow.net/reviews/good-shit-vegan-kebabs-madrid-426906,30.5,5.0,4.36,2,1,0.1671888598781549
213,Brunchit - Las Letras,"Pl. de Matute, 5, Centro,Madrid,Spain,28012",40.413326,-3.699749,0.0,0.0,"['Western', 'European', 'Fusion']",2,2,+34-911089446,1,1,1,"{'Monday': '09:00 - 16:00', 'Tuesday': '09:00 - 16:00', 'Wednesday': '09:00 - 16:00', 'Thursday': '09:00 - 16:00', 'Friday': '09:00 - 16:00', 'Saturday': '09:00 - 16:00', 'Sunday': '09:00 - 16:00'}",https://www.happycow.net/reviews/brunchit-madrid-398183,49.0,7.0,7.0,3,1,0.26307538470084996
214,Mune,"Calle Pelayo, 57,Madrid,Spain",40.424798,-3.697005,3.0,4.0,['Middle Eastern'],2,2,+34-913952056,1,0,0,"{'Monday': '13:30 - 17:00, 20:00 - 01:00', 'Tuesday': '13:30 - 17:00, 20:00 - 01:00', 'Wednesday': '13:30 - 17:00, 20:00 - 01:00', 'Thursday': '13:30 - 17:00, 20:00 - 01:00', 'Friday': '13:30 - 17:00, 20:00 - 01:00', 'Saturday': '13:30 - 17:00, 20:00 - 01:00', 'Sunday': '13:30 - 17:00, 20:00 - 01:00'}",https://www.happycow.net/reviews/mune-madrid-296227,59.5,7.0,8.5,1,1,0.23634094402162845
215,Kirei Las Cortes,"Calle San Agustín, 3, Las Letras (at Doubletree by Hilton),Madrid,Spain,28014",40.41517,-3.696795,2.0,2.5,"['Japanese', 'Fusion']",5,3,+34-917371922,1,0,0,"{'Monday': '13:00 - 16:00, 20:00 - 00:00', 'Tuesday': '13:00 - 16:00, 20:00 - 00:00', 'Wednesday': '13:00 - 16:00, 20:00 - 00:00', 'Thursday': '13:00 - 16:00, 20:00 - 00:00', 'Friday': '13:00 - 16:00, 20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/kirei-las-cortes-madrid-110084,49.0,7.0,7.0,1,1,0.13000314797326074
216,Il Limoncello,"Plaza de Tirso de Molina,Madrid,Spain,28012",40.412124,-3.704281,3.0,1.5,['Italian'],3,2,+34-911276109,0,0,0,"{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/il-limoncello-madrid-280069,77.0,7.0,11.0,0,0,0.24477751236042444
217,MadRolls - Cinnamon Rolls,"Bernardo Lopez Garcia Street 10,Madrid,Spain,28024",40.426884,-3.709595,5.0,3.5,[],2,0,+34-910060437,1,1,1,"{'Monday': '11:00 - 13:00, 15:00 - 21:00', 'Tuesday': '11:00 - 13:00, 15:00 - 21:00', 'Wednesday': '11:00 - 13:00, 15:00 - 21:00', 'Thursday': '11:00 - 13:00, 15:00 - 21:00', 'Friday': '09:00 - 22:00', 'Saturday': '09:00 - 22:00', 'Sunday': '09:00 - 22:00'}",https://www.happycow.net/reviews/madrolls-cinnamon-rolls-madrid-384660,71.0,7.0,10.14,3,1,0.22777882710219804
218,Ambu Bakery,"5 Calle de Ruiz,Madrid,Spain,28004",40.427745,-3.704005,1.0,4.0,[],1,0,No phone number,1,1,0,"{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '09:00 - 17:00', 'Thursday': '09:00 - 17:00', 'Friday': '09:00 - 17:00', 'Saturday': '09:00 - 17:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/ambu-bakery-madrid-380699,56.0,7.0,8.0,2,1,0.06692776327241079
219,Trendy & Green,"Apodaca 8,Madrid,Spain",40.427225,-3.701009,0.0,0.0,[],1,0,No phone number,1,0,1,Closed,https://www.happycow.net/reviews/trendy-and-green-madrid-233728,0.0,0.0,0.0,2,1,0.25138270096105775
220,Café Federal,"Plaza de las Comendadoras, 9,Madrid,Spain,28015",40.42703,-3.709301,10.0,3.5,"['European', 'Spanish']",11,1,+34-915328424,1,0,1,"{'Monday': '09:00 - 00:00', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 01:00', 'Saturday': '09:00 - 01:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/cafe-federal-madrid-180929,100.0,7.0,14.29,2,1,0.1671888598781549
221,décimo B,"C. del Conde Duque, 8,Madrid,Spain,28015",40.426068,-3.71133,0.0,0.0,['Spanish'],2,2,+34-910969387,1,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 20:00 - 23:00', 'Wednesday': '13:00 - 16:00, 20:00 - 23:00', 'Thursday': '13:00 - 16:00, 20:00 - 23:00', 'Friday': '13:00 - 16:00, 20:00 - 23:00', 'Saturday': '13:00 - 16:00, 20:00 - 23:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/decimo-b-madrid-401255,30.0,5.0,4.29,3,1,0.19725978186397053
222,Cora,"C. del Barquillo, 37,Madrid,Spain,28004",40.423576,-3.695617,4.0,4.0,[],2,0,No phone number,0,1,0,"{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 22:00', 'Saturday': '09:30 - 22:30', 'Sunday': '09:30 - 22:00'}",https://www.happycow.net/reviews/cora-madrid-363845,86.5,7.0,12.36,1,1,0.28124400496268726
223,Sala Equis,"Calle del Duque de Alba, 4,Madrid,Spain,28012",40.411992,-3.705731,5.0,3.5,"['American', 'European', 'Spanish']",14,2,+34-914296686,1,0,1,"{'Monday': '12:00 - 01:00', 'Tuesday': '12:00 - 01:00', 'Wednesday': '12:00 - 01:00', 'Thursday': '12:00 - 01:00', 'Friday': '12:00 - 02:30', 'Saturday': '12:00 - 02:30', 'Sunday': '12:00 - 01:00'}",https://www.happycow.net/reviews/sala-equis-madrid-162036,94.0,7.0,13.43,2,1,0.24686628520637743
224,Il Regno di Napoli Restaurant,"Calle de San Andres, 21 (at Manuela Malasana),Madrid,Spain,28004",40.427828,-3.703589,5.0,3.5,['Italian'],10,2,+34-914456300,1,0,0,"{'Monday': '13:30 - 16:00, 20:30 - 00:00', 'Tuesday': '13:30 - 16:00, 20:30 - 00:00', 'Wednesday': '13:30 - 16:00, 20:30 - 00:00', 'Thursday': '13:30 - 16:00, 20:30 - 00:00', 'Friday': '13:30 - 16:00, 20:30 - 00:00', 'Saturday': '13:30 - 16:00, 20:30 - 00:00', 'Sunday': '13:30 - 16:00'}",https://www.happycow.net/reviews/il-regno-di-napoli-restaurant-madrid-76791,38.5,7.0,5.5,1,1,0.3286298909319853
225,Miss Sushi - Hortaleza,"Calle de Hortaleza, 108,Madrid,Spain,28004",40.425506,-3.697404,2.0,4.0,"['Japanese', 'Asian', 'Fusion']",1,2,+34-912307151,1,1,1,"{'Monday': '12:00 - 16:30, 19:30 - 00:00', 'Tuesday': '12:00 - 16:30, 19:30 - 00:00', 'Wednesday': '12:00 - 16:30, 19:30 - 00:00', 'Thursday': '12:00 - 16:30, 19:30 - 00:00', 'Friday': '12:00 - 16:30, 19:30 - 00:30', 'Saturday': '12:00 - 16:30, 19:30 - 00:30', 'Sunday': '12:00 - 16:30, 19:30 - 00:00'}",https://www.happycow.net/reviews/miss-sushi-madrid-367404,64.0,7.0,9.14,3,1,0.21209192081921374
226,Moega,"26 Calle León,Madrid,Spain,28014",40.413196,-3.699225,3.0,3.5,['European'],11,0,+34-633133025,0,1,1,"{'Monday': '10:00 - 15:00, 17:00 - 21:00', 'Tuesday': '10:00 - 15:00, 17:00 - 21:00', 'Wednesday': '10:00 - 15:00, 17:00 - 21:00', 'Thursday': '10:00 - 15:00, 17:00 - 21:00', 'Friday': '10:00 - 15:00, 17:00 - 21:00', 'Saturday': '10:00 - 15:00, 17:00 - 21:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/moega-madrid-330100,54.0,6.0,7.71,2,1,0.3008510638297872
227,Aroma and Bread,"Calle de Apodaca, 10,Madrid,Spain,28004",40.427252,-3.700607,1.0,5.0,['European'],0,0,+34-912306886,1,1,1,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/aroma-and-bread-madrid-405384,82.0,7.0,11.71,3,1,0.16666666666666669
228,MÜR Café,"Pl. de Cristino Martos, 2,Madrid,Spain,28015",40.42569,-3.71217,0.0,0.0,"['Mediterranean', 'British', 'Fusion', 'Middle Eastern', 'Spanish']",0,2,+34-911399809,1,1,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 21:00'}",https://www.happycow.net/reviews/muer-cafe-madrid-422088,59.0,5.0,8.43,3,1,0.3516967575875415
229,Chia Chill Café,"C. del Conde Duque, 14,Madrid,Spain,28015",40.426454,-3.710996,19.0,4.5,"['European', 'Spanish']",85,1,+34-911524293,1,1,1,"{'Monday': '10:00 - 18:00', 'Tuesday': '10:00 - 18:00', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': '10:00 - 18:00', 'Saturday': '10:00 - 18:00', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/chia-chill-cafe-madrid-284990,40.0,5.0,5.71,3,1,0.3311153084087921
230,Roll Madrid,"Calle de Amaniel 23,Madrid,Spain,28015",40.427116,-3.709608,4.0,4.0,['American'],4,2,+34-918057930,1,1,1,"{'Monday': '10:00 - 00:00', 'Tuesday': '10:00 - 00:00', 'Wednesday': '10:00 - 00:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/roll-madrid-301317,100.0,7.0,14.29,3,1,0.262417643464252
231,Gioelia Cremeria - Madrid Atocha,"42 C. de Atocha,Madrid,Spain,28012",40.412764,-3.699997,1.0,4.0,['Italian'],6,0,+34-911256050,1,1,1,"{'Monday': '12:00 - 23:00', 'Tuesday': '12:00 - 23:00', 'Wednesday': '12:00 - 23:00', 'Thursday': '12:00 - 23:00', 'Friday': '12:00 - 00:30', 'Saturday': '12:00 - 00:30', 'Sunday': '12:00 - 23:00'}",https://www.happycow.net/reviews/gioelia-cremeria-madrid-atocha-363329,80.0,7.0,11.43,3,1,0.16941318074921763
232,Be Beirut,"Calle de los Estudios, 3,Madrid,Spain,28012",40.412066,-3.707283,2.0,2.5,"['Mediterranean', 'Middle Eastern']",4,1,+34-674722141,0,0,1,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '10:00 - 22:00'}",https://www.happycow.net/reviews/be-beirut-madrid-213371,84.0,7.0,12.0,1,1,0.29522878358609705
233,Rockade,"Calle del Almendro, 9,Madrid,Spain,28005",40.412711,-3.709627,1.0,4.0,"['International', 'Spanish']",4,1,+34-618319402,1,1,1,"{'Monday': '18:00 - 01:00', 'Tuesday': '18:00 - 01:00', 'Wednesday': '18:00 - 01:00', 'Thursday': '18:00 - 02:00', 'Friday': '16:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/rockade-madrid-314688,65.0,7.0,9.29,3,1,0.27190489417254604
234,SALT IN CAKE,"C. de Toledo, 47,Madrid,Spain,28005",40.412131,-3.707741,10.0,4.0,[],13,0,+34-910427956,1,1,1,"{'Monday': '11:00 - 22:00', 'Tuesday': '11:00 - 22:00', 'Wednesday': '11:00 - 22:00', 'Thursday': '11:00 - 22:00', 'Friday': '11:00 - 22:00', 'Saturday': '11:00 - 22:00', 'Sunday': '11:00 - 22:00'}",https://www.happycow.net/reviews/salt-in-cake-madrid-305081,77.0,7.0,11.0,3,1,0.33301335111012353
235,The Vegan Roll,"C de Segovia, 15,Madrid,Spain,28005",40.413815,-3.711832,13.0,4.5,['Japanese'],33,2,+34-685607037,1,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '13:00 - 16:00, 19:30 - 22:30', 'Thursday': '13:00 - 16:00, 19:30 - 22:30', 'Friday': '13:00 - 16:00, 19:30 - 22:30', 'Saturday': '13:00 - 16:00, 19:30 - 22:30', 'Sunday': '13:00 - 16:00, 19:30 - 22:30'}",https://www.happycow.net/reviews/the-vegan-roll-madrid-403991,30.0,5.0,4.29,2,1,0.21470659037460882
236,California Burrito La Latina,"C. del Nuncio, 19 (at Understreet Market),Madrid,Spain,28005",40.412984,-3.710356,1.0,2.0,"['Mexican', 'Latin']",2,2,+34-915596423,1,1,0,"{'Monday': '12:00 - 17:30, 20:00 - 23:30', 'Tuesday': '12:00 - 17:00, 20:00 - 23:30', 'Wednesday': '12:00 - 17:30, 20:00 - 23:30', 'Thursday': '12:00 - 23:30', 'Friday': '11:00 - 17:00, 20:00 - 23:30', 'Saturday': '11:00 - 23:30', 'Sunday': '11:00 - 23:30'}",https://www.happycow.net/reviews/california-burrito-la-latina-madrid-388347,72.5,7.0,10.36,2,1,0.23418439716312056
237,Gosto Café,"C. de la Palma, 47, Centro,Madrid,Spain,28014",40.412947,-3.699396,1.0,5.0,['Spanish'],0,0,No phone number,0,1,0,"{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:30 - 19:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:30 - 20:00'}",https://www.happycow.net/reviews/gosto-cafe-madrid-408583,71.0,7.0,10.14,1,1,0.1669277632724108
238,Poke Friendly La Latina,"Calle del Nuncio 19 (at Understreet Market),Madrid,Spain,28005",40.412937,-3.710313,0.0,0.0,['Western'],1,2,+34-676749819,1,1,1,"{'Monday': '00:00 - 17:00, 20:00 - 00:00', 'Tuesday': 'Closed', 'Wednesday': '00:00 - 17:00, 20:00 - 00:00', 'Thursday': '00:00 - 17:00, 20:00 - 00:00', 'Friday': '00:00 - 17:00, 20:00 - 00:00', 'Saturday': '11:30 - 00:00', 'Sunday': '11:30 - 18:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/poke-friendly-la-latina-madrid-382699,107.0,6.0,15.29,3,1,0.23418439716312056
239,Halderia Tutti Frutti,"Cta. de San Vicente, 22, Moncloa - Aravaca,Madrid,Spain,28008",40.42066,-3.71547,1.0,5.0,[],0,0,+34-915411074,1,0,0,"{'Monday': '11:30 - 23:00', 'Tuesday': '11:30 - 23:00', 'Wednesday': '11:30 - 23:00', 'Thursday': '11:30 - 23:00', 'Friday': '11:30 - 23:30', 'Saturday': '11:30 - 23:30', 'Sunday': '11:30 - 23:30'}",https://www.happycow.net/reviews/halderia-tutti-frutti-madrid-408012,82.0,7.0,11.71,1,1,0.13359442993907744
240,Delica Bistro,"Calle de Toledo, 47,Madrid,Spain,28005",40.412052,-3.70774,0.0,0.0,['International'],1,2,+34-913640684,1,1,0,"{'Monday': '09:30 - 17:00', 'Tuesday': '09:30 - 17:00', 'Wednesday': '09:30 - 23:00', 'Thursday': '09:30 - 23:00', 'Friday': '09:30 - 23:30', 'Saturday': '09:30 - 23:30', 'Sunday': '09:30 - 19:00'}",https://www.happycow.net/reviews/delica-bistro-madrid-357920,79.5,7.0,11.36,2,1,0.2209314297353851
241,Acid Bakehouse,"Calle de la Magdalena, 27,Madrid,Spain,28012",40.412474,-3.700358,14.0,3.5,[],9,0,+34-910161003,1,1,0,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/acid-bakehouse-madrid-288862,82.0,7.0,11.71,2,1,0.3504616410199433
242,Mona Pinkerton,"Calle de los Estudios, 5,Madrid,Spain,28012",40.411907,-3.707256,28.0,5.0,"['Mediterranean', 'Spanish']",102,1,+34-918280791,1,0,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': '20:00 - 00:00', 'Saturday': '12:30 - 00:30', 'Sunday': '12:00 - 18:00'}",https://www.happycow.net/reviews/mona-pinkerton-madrid-73355,22.0,3.0,3.14,2,1,0.20274651408255095
243,DF Bar - León,"Calle León 31,Madrid,Spain",40.412897,-3.699237,2.0,2.5,"['International', 'Mexican']",4,2,+34-914290739,1,0,0,"{'Monday': '13:30 - 00:00', 'Tuesday': '13:30 - 00:00', 'Wednesday': '13:30 - 00:00', 'Thursday': '13:30 - 00:00', 'Friday': '13:30 - 02:30', 'Saturday': '13:30 - 02:30', 'Sunday': '13:30 - 00:00'}",https://www.happycow.net/reviews/df-bar-madrid-89342,78.5,7.0,11.21,1,1,0.20026109660574415
244,Pizzería Luca Brasi,"C. de Barceló (at Mercado Barceló - C/ Barceló, 6 - 2ª planta, local 306),Madrid,Spain,28004",40.426772,-3.698857,0.0,0.0,['Italian'],1,3,+34-613061993,1,1,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '20:30 - 00:00', 'Thursday': '13:30 - 16:00, 20:30 - 00:00', 'Friday': '13:30 - 16:00', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/pizzeria-luca-brasi-madrid-320964,12.0,3.0,1.71,3,1,0.22267874006999616
245,Dirty Vegan Burgers - Taster - Maybe closed,"16 Calle de Lope de Vega,Madrid,Spain,28014",40.413601,-3.697823,1.0,3.0,['American'],7,2,+34-902028289,1,0,0,Closed,https://www.happycow.net/reviews/dirty-vegan-burgers-taster-madrid-350234,0.0,0.0,0.0,1,1,0.2437257189415403
246,La Pizzateca - Maybe closed,"Calle Leon 35,Madrid,Spain,28014",40.412796,-3.699283,9.0,4.0,['Italian'],36,1,+34-913693210,1,0,0,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:30, 19:00 - 00:00', 'Wednesday': '13:00 - 16:30, 19:00 - 00:00', 'Thursday': '13:00 - 16:30, 19:00 - 00:00', 'Friday': '13:00 - 16:30, 19:00 - 00:00', 'Saturday': '13:00 - 16:30, 19:00 - 00:00', 'Sunday': '13:00 - 16:30, 19:00 - 00:00'}",https://www.happycow.net/reviews/la-pizzateca-madrid-48976,51.0,6.0,7.29,1,1,0.3518334166620373
247,La Biotika,"3 Amor de Dios,Madrid,Spain,28014",40.41326,-3.69829,58.0,4.0,['Spanish'],35,2,+34-914290780,1,0,1,"{'Monday': '13:00 - 16:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:00', 'Wednesday': '13:00 - 16:30, 20:00 - 23:00', 'Thursday': '13:00 - 16:30, 20:00 - 23:00', 'Friday': '13:00 - 16:30, 20:00 - 23:00', 'Saturday': '13:00 - 16:30, 20:00 - 23:00', 'Sunday': '13:00 - 16:30'}",https://www.happycow.net/reviews/la-biotika-madrid-1140,39.5,7.0,5.64,2,1,0.13333333333333333
248,Greta Salad Bar - Mejía Lequerica,"C. de Mejía Lequerica, 3, Centro,Madrid,Spain,28004",40.426378,-3.697931,0.0,0.0,"['Mediterranean', 'Fusion', 'Middle Eastern']",0,2,+34-913540150,1,1,0,"{'Monday': '11:30 - 17:30', 'Tuesday': '11:30 - 18:30', 'Wednesday': '11:30 - 18:30', 'Thursday': '11:30 - 17:30', 'Friday': '11:30 - 17:30', 'Saturday': '11:30 - 17:30', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/greta-salad-bar-madrid-420685,38.0,6.0,5.43,2,1,0.23301075866155585
249,A Burgers,"Calle De Lope De Vega, 16,Madrid,Spain,28014",40.413506,-3.697846,5.0,4.0,['American'],8,0,+34-518888968,1,1,0,"{'Monday': '12:30 - 15:00, 19:30 - 22:30', 'Tuesday': '12:30 - 15:00, 19:30 - 22:30', 'Wednesday': '12:30 - 15:00, 19:30 - 22:30', 'Thursday': '12:30 - 15:00, 19:30 - 22:30', 'Friday': '12:30 - 15:00, 19:30 - 22:30', 'Saturday': '12:30 - 16:30, 17:00 - 22:30', 'Sunday': '12:30 - 16:30, 17:00 - 22:30'}",https://www.happycow.net/reviews/a-burgers-madrid-203548,46.5,7.0,6.64,2,1,0.30039294113290005
250,Mama Uma,"Calle Barceló, 6 (at Mejía Lequerica),Madrid,Spain,28004",40.426927,-3.698869,4.0,4.0,"['Asian', 'Korean']",14,2,+34-914474986,1,0,1,"{'Monday': 'Closed', 'Tuesday': '13:30 - 16:00, 20:30 - 23:30', 'Wednesday': '13:30 - 16:00, 20:30 - 23:30', 'Thursday': '13:30 - 16:00, 20:30 - 23:30', 'Friday': '13:30 - 16:00, 20:30 - 23:30', 'Saturday': '13:30 - 16:00, 20:30 - 23:30', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/mama-uma-madrid-215120,27.5,5.0,3.93,2,1,0.1671888598781549
