Name;Address;Lat;Long;Number of Ratings;Restaurant Rating;Type of Restaurant;Number of Bookmarks;Price Range;Phone Number;Website;Instagram;Facebook;Timetable;url;index_right;NOMBRE_DISTRITO
Poke Friendly La Latina;Calle del Nuncio 19 (at Understreet Market),Madrid,Spain,28005;40.412937;-3.710313;0.0;0.0;['Western'];1;Moderado;+34-676749819;https://www.pokefriendly.com/en;http://www.instagram.com/pokefriendly;http://facebook.com/pokefriendly;{'Monday': '00:00 - 17:00, 20:00 - 00:00', 'Tuesday': 'Closed', 'Wednesday': '00:00 - 17:00, 20:00 - 00:00', 'Thursday': '00:00 - 17:00, 20:00 - 00:00', 'Friday': '00:00 - 17:00, 20:00 - 00:00', 'Saturday': '11:30 - 00:00', 'Sunday': '11:30 - 18:00, 20:00 - 00:00'};https://www.happycow.net/reviews/poke-friendly-la-latina-madrid-382699;0.0;Centro
Halderia Tutti Frutti;Cta. de San Vicente, 22, Moncloa - Aravaca,Madrid,Spain,28008;40.42066;-3.71547;1.0;5.0;[];0;No price range;+34-915411074;https://www.heladeriatuttifrutti.com/;No instagram;No facebook;{'Monday': '11:30 - 23:00', 'Tuesday': '11:30 - 23:00', 'Wednesday': '11:30 - 23:00', 'Thursday': '11:30 - 23:00', 'Friday': '11:30 - 23:30', 'Saturday': '11:30 - 23:30', 'Sunday': '11:30 - 23:30'};https://www.happycow.net/reviews/halderia-tutti-frutti-madrid-408012;8.0;Moncloa-Aravaca
Delica Bistro;Calle de Toledo, 47,Madrid,Spain,28005;40.412052;-3.70774;0.0;0.0;['International'];1;Moderado;+34-913640684;https://delicabistro.es/;http://www.instagram.com/delicabistro;No facebook;{'Monday': '09:30 - 17:00', 'Tuesday': '09:30 - 17:00', 'Wednesday': '09:30 - 23:00', 'Thursday': '09:30 - 23:00', 'Friday': '09:30 - 23:30', 'Saturday': '09:30 - 23:30', 'Sunday': '09:30 - 19:00'};https://www.happycow.net/reviews/delica-bistro-madrid-357920;0.0;Centro
Acid Bakehouse;Calle de la Magdalena, 27,Madrid,Spain,28012;40.412474;-3.700358;14.0;3.5;[];9;No price range;+34-910161003;http://www.acidcafe.es/;http://www.instagram.com/acid.cafe;No facebook;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/acid-bakehouse-madrid-288862;0.0;Centro
Mona Pinkerton;Calle de los Estudios, 5,Madrid,Spain,28012;40.411907;-3.707256;28.0;5.0;['Mediterranean', 'Spanish'];102;Barato;+34-918280791;http://www.monapinkerton.com/;No instagram;http://facebook.com/MonaPinkerton;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': '20:00 - 00:00', 'Saturday': '12:30 - 00:30', 'Sunday': '12:00 - 18:00'};https://www.happycow.net/reviews/mona-pinkerton-madrid-73355;0.0;Centro
DF Bar - León;Calle León 31,Madrid,Spain;40.412897;-3.699237;2.0;2.5;['International', 'Mexican'];4;Moderado;+34-914290739;http://www.dfbar.es/;No instagram;No facebook;{'Monday': '13:30 - 00:00', 'Tuesday': '13:30 - 00:00', 'Wednesday': '13:30 - 00:00', 'Thursday': '13:30 - 00:00', 'Friday': '13:30 - 02:30', 'Saturday': '13:30 - 02:30', 'Sunday': '13:30 - 00:00'};https://www.happycow.net/reviews/df-bar-madrid-89342;0.0;Centro
Pizzería Luca Brasi;C. de Barceló (at Mercado Barceló - C/ Barceló, 6 - 2ª planta, local 306),Madrid,Spain,28004;40.426772;-3.698857;0.0;0.0;['Italian'];1;Caro;+34-613061993;http://www.pizzerialucabrasi.com/;http://www.instagram.com/pizzerialucabrasi;http://facebook.com/pizzerialucabrasi;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '20:30 - 00:00', 'Thursday': '13:30 - 16:00, 20:30 - 00:00', 'Friday': '13:30 - 16:00', 'Saturday': 'Closed', 'Sunday': 'Closed'};https://www.happycow.net/reviews/pizzeria-luca-brasi-madrid-320964;0.0;Centro
Dirty Vegan Burgers - Taster - Maybe closed;16 Calle de Lope de Vega,Madrid,Spain,28014;40.413601;-3.697823;1.0;3.0;['American'];7;Moderado;+34-902028289;https://shorturl.at/ajrs1;No instagram;No facebook;{'Horario': 'No hay horario'};https://www.happycow.net/reviews/dirty-vegan-burgers-taster-madrid-350234;0.0;Centro
La Pizzateca - Maybe closed;Calle Leon 35,Madrid,Spain,28014;40.412796;-3.699283;9.0;4.0;['Italian'];36;Barato;+34-913693210;http://www.lapizzateca.com/;No instagram;No facebook;{'Monday': 'Closed', 'Tuesday': '13:00 - 16:30, 19:00 - 00:00', 'Wednesday': '13:00 - 16:30, 19:00 - 00:00', 'Thursday': '13:00 - 16:30, 19:00 - 00:00', 'Friday': '13:00 - 16:30, 19:00 - 00:00', 'Saturday': '13:00 - 16:30, 19:00 - 00:00', 'Sunday': '13:00 - 16:30, 19:00 - 00:00'};https://www.happycow.net/reviews/la-pizzateca-madrid-48976;0.0;Centro
La Biotika;3 Amor de Dios,Madrid,Spain,28014;40.41326;-3.69829;58.0;4.0;['Spanish'];35;Moderado;+34-914290780;http://www.labiotika.es/;No instagram;http://facebook.com/labiotika;{'Monday': '13:00 - 16:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:00', 'Wednesday': '13:00 - 16:30, 20:00 - 23:00', 'Thursday': '13:00 - 16:30, 20:00 - 23:00', 'Friday': '13:00 - 16:30, 20:00 - 23:00', 'Saturday': '13:00 - 16:30, 20:00 - 23:00', 'Sunday': '13:00 - 16:30'};https://www.happycow.net/reviews/la-biotika-madrid-1140;0.0;Centro
Greta Salad Bar - Mejía Lequerica;C. de Mejía Lequerica, 3, Centro,Madrid,Spain,28004;40.426378;-3.697931;0.0;0.0;['Mediterranean', 'Fusion', 'Middle Eastern'];0;Moderado;+34-913540150;https://gretasaladbar.com/;http://www.instagram.com/greta.saladbar;No facebook;{'Monday': '11:30 - 17:30', 'Tuesday': '11:30 - 18:30', 'Wednesday': '11:30 - 18:30', 'Thursday': '11:30 - 17:30', 'Friday': '11:30 - 17:30', 'Saturday': '11:30 - 17:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/greta-salad-bar-madrid-420685;0.0;Centro
A Burgers;Calle De Lope De Vega, 16,Madrid,Spain,28014;40.413506;-3.697846;5.0;4.0;['American'];8;No price range;+34-518888968;http://taster.com/kitchens/a-burgers;http://www.instagram.com/aburgerskitchen;No facebook;{'Monday': '12:30 - 15:00, 19:30 - 22:30', 'Tuesday': '12:30 - 15:00, 19:30 - 22:30', 'Wednesday': '12:30 - 15:00, 19:30 - 22:30', 'Thursday': '12:30 - 15:00, 19:30 - 22:30', 'Friday': '12:30 - 15:00, 19:30 - 22:30', 'Saturday': '12:30 - 16:30, 17:00 - 22:30', 'Sunday': '12:30 - 16:30, 17:00 - 22:30'};https://www.happycow.net/reviews/a-burgers-madrid-203548;0.0;Centro
Mama Uma;Calle Barceló, 6 (at Mejía Lequerica),Madrid,Spain,28004;40.426927;-3.698869;4.0;4.0;['Asian', 'Korean'];14;Moderado;+34-914474986;http://www.mamauma.com/;No instagram;http://facebook.com/mamaumakimbaphouse;{'Monday': 'Closed', 'Tuesday': '13:30 - 16:00, 20:30 - 23:30', 'Wednesday': '13:30 - 16:00, 20:30 - 23:30', 'Thursday': '13:30 - 16:00, 20:30 - 23:30', 'Friday': '13:30 - 16:00, 20:30 - 23:30', 'Saturday': '13:30 - 16:00, 20:30 - 23:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/mama-uma-madrid-215120;0.0;Centro
La Tuerta Funky Castizo;C de la Cabeza, 28,Madrid,Spain,28012;40.411878;-3.70182;0.0;0.0;['Mediterranean', 'European', 'Fusion', 'Spanish'];2;Moderado;+34-917003596;https://www.latuertafunkycastizo.com/;http://www.instagram.com/latuertafunkycastizo;http://facebook.com/latuertafunkycastizo;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': '18:00 - 02:00', 'Friday': '18:00 - 02:00', 'Saturday': '18:00 - 02:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/la-tuerta-funky-castizo-madrid-402015;0.0;Centro
Choose;Calle de Segovia 17,Madrid,Spain,28005;40.413785;-3.712377;179.0;5.0;['Italian', 'Spanish'];294;Caro;+34-912873363;https://chooseristorante.com/;No instagram;http://facebook.com/chooseristorantenaturale;{'Monday': '13:00 - 00:00', 'Tuesday': '13:00 - 00:00', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'};https://www.happycow.net/reviews/choose-madrid-204929;0.0;Centro
Thunder Vegan - La Latina ;CALLE TOLEDO 51,Madrid,Spain,28005;40.411829;-3.70785;26.0;4.5;['American'];44;Moderado;+34-914037596;https://thunderveganfood.com/;http://www.instagram.com/thunder_vegan/?hl=es;http://facebook.com/thundervegan/?locale=es_LA;{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': 'Closed', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'};https://www.happycow.net/reviews/thunder-vegan-madrid-364712;0.0;Centro
La Cocina de Seve;Centro Comercial Barcelo, Calle Barceló ,Madrid,Spain,28004;40.426851;-3.698623;1.0;2.0;['Mediterranean', 'Spanish'];3;Barato;+34-635663981;http://lacocinadeseve.com/;No instagram;No facebook;{'Monday': '10:00 - 15:30', 'Tuesday': '10:00 - 15:30', 'Wednesday': '10:00 - 15:30', 'Thursday': '10:00 - 15:30', 'Friday': '10:00 - 15:30', 'Saturday': '10:00 - 15:30', 'Sunday': 'Closed'};https://www.happycow.net/reviews/la-cocina-de-seve-madrid-103203;0.0;Centro
La Pastelería del Duque;Calle del Duque de Alba, 14,Madrid,Spain,28012;40.411631;-3.706976;9.0;3.5;[];10;No price range;+34-609522510;No website;No instagram;http://facebook.com/pasteleriadelduque;{'Monday': '08:00 - 22:30', 'Tuesday': '08:00 - 22:30', 'Wednesday': '08:00 - 22:30', 'Thursday': '08:00 - 22:30', 'Friday': '08:00 - 22:30', 'Saturday': '08:00 - 22:30', 'Sunday': '08:00 - 22:30'};https://www.happycow.net/reviews/la-pasteleria-del-duque-madrid-230279;0.0;Centro
Roots LaMarca;Calle de Fernando VI, 10, Local 4,Madrid,Spain,28004;40.424664;-3.695664;24.0;3.5;['International', 'Mediterranean', 'Spanish'];25;Moderado;+34-914421229;https://rootslamarca.com/;No instagram;http://facebook.com/roots.lamarca;{'Monday': '08:30 - 22:00', 'Tuesday': '08:30 - 22:00', 'Wednesday': '08:30 - 22:00', 'Thursday': '08:30 - 22:00', 'Friday': '08:30 - 22:00', 'Saturday': '09:00 - 22:00', 'Sunday': '09:00 - 22:00'};https://www.happycow.net/reviews/roots-lamarca-madrid-152565;0.0;Centro
El Perro De Pavlov;Costanilla de San Pedro, 5 (at Plaza de la Cebada),Madrid,Spain,28005;40.41262;-3.710612;11.0;4.0;['Spanish', 'Australian'];20;Moderado;+34-669799299;No website;No instagram;http://facebook.com/elperrodepavlovcafe;{'Monday': '16:00 - 19:00', 'Tuesday': '09:00 - 14:00, 16:00 - 19:00', 'Wednesday': '09:00 - 14:00, 16:00 - 19:00', 'Thursday': '09:00 - 14:00, 16:00 - 19:00', 'Friday': '09:00 - 14:00, 16:00 - 19:00', 'Saturday': '10:00 - 20:00', 'Sunday': '10:00 - 20:00'};https://www.happycow.net/reviews/el-perro-de-pavlov-madrid-159982;0.0;Centro
LechuGO;C/ Conde Duque 24 (at C/ Conde Duque 26, Local Frutas Prohibidas),Madrid,Spain,28015;40.427388;-3.710401;4.0;4.0;['American', 'Italian', 'Mexican'];19;Barato;+34-675928868;http://www.lechugo.es/;http://www.instagram.com/lechugo_app;http://facebook.com/Veganizando-113405571350163;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '20:00 - 23:30', 'Thursday': '20:00 - 23:30', 'Friday': '20:00 - 23:30', 'Saturday': '20:00 - 23:30', 'Sunday': '20:00 - 23:30'};https://www.happycow.net/reviews/lechugo-madrid-290084;0.0;Centro
La Huerta de Almeria - La Latina;Calle de San Millan esquina Calle Estudios,Madrid,Spain,28005;40.41155;-3.707332;34.0;4.0;['International', 'Mediterranean'];55;Moderado;+34-912799254;http://huertadealmeria.com/;No instagram;http://facebook.com/lahuertadealmeria;{'Monday': '09:00 - 00:00', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:00', 'Saturday': '09:00 - 00:00', 'Sunday': '09:00 - 00:00'};https://www.happycow.net/reviews/la-huerta-de-almera-madrid-80682;0.0;Centro
Pum Pum Bakery;Calle de la Esgrima, 1,Madrid,Spain,28012;40.411365;-3.703948;1.0;3.0;['International', 'Mediterranean', 'European'];7;No price range;No phone number;https://www.pumpumcafe.com/bakery;No instagram;http://facebook.com/Pum-Pum-Bakery-106362614313421;{'Monday': '08:30 - 13:30', 'Tuesday': '08:30 - 13:30', 'Wednesday': '08:30 - 13:30', 'Thursday': '08:30 - 13:30', 'Friday': '08:30 - 13:30', 'Saturday': '09:00 - 15:00', 'Sunday': '09:00 - 15:00'};https://www.happycow.net/reviews/pum-pum-bakery-madrid-230214;0.0;Centro
L'Origine;Calle del Mesón de Paredes, 10,Madrid,Spain,28012;40.41126;-3.70518;3.0;3.5;[];2;No price range;No phone number;No website;http://www.instagram.com/lorigine.coffee;No facebook;{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/lorigine-madrid-270070;0.0;Centro
Domi;Calle Costanilla de San Andrés 10 (at Plaza de la paja),Madrid,Spain,28005;40.413045;-3.711772;2.0;3.5;['International', 'Western', 'Caribbean', 'Spanish', 'Latin'];21;Moderado;+34-910573842;http://www.domimadrid.com/;http://www.instagram.com/domi.lalatina;http://facebook.com/domi.lalatina;{'Monday': '13:00 - 01:30', 'Tuesday': '13:00 - 01:30', 'Wednesday': '13:00 - 01:30', 'Thursday': '13:00 - 01:30', 'Friday': '13:00 - 01:30', 'Saturday': '13:00 - 01:30', 'Sunday': '13:00 - 12:00'};https://www.happycow.net/reviews/domi-madrid-162961;0.0;Centro
Yupick Café;Calle de Fuencarral, 104,Madrid,Spain,28004;40.428286;-3.70185;1.0;5.0;['Spanish'];2;No price range;+34-916651596;https://yupickcafe.es/;http://www.instagram.com/yupickcafe;No facebook;{'Monday': '09:00 - 23:00', 'Tuesday': '09:00 - 23:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 23:00', 'Saturday': '09:00 - 22:00', 'Sunday': '09:00 - 23:00'};https://www.happycow.net/reviews/yupick-cafe-madrid-408854;0.0;Centro
Grosso Napoletano Senza Glutine;Calle de Fernando VI, 23,Madrid,Spain,28004;40.42482;-3.695486;5.0;3.5;['Italian'];5;Moderado;+34-910053943;https://www.grossonapoletano.com/;http://www.instagram.com/grosso_napoletano;http://facebook.com/grossonapoletano;{'Monday': '13:00 - 16:00, 19:30 - 23:00', 'Tuesday': '13:00 - 16:00, 19:30 - 23:00', 'Wednesday': '13:00 - 16:00, 19:30 - 23:00', 'Thursday': '13:00 - 16:00, 19:30 - 23:00', 'Friday': '13:00 - 16:00, 19:30 - 00:00', 'Saturday': '13:00 - 16:00, 19:30 - 00:00', 'Sunday': '13:00 - 16:00, 19:30 - 23:30'};https://www.happycow.net/reviews/grosso-napoletano-senza-glutine-madrid-311329;0.0;Centro
Jodidamente;C. del Mesón de Paredes, 11,Madrid,Spain,28012;40.41124;-3.704866;0.0;0.0;['International'];0;No price range;+34-604386398;http://www.jodidamente.com/;http://www.instagram.com/jodidamentelavapies;No facebook;{'Monday': 'Closed', 'Tuesday': '13:30 - 22:30', 'Wednesday': '13:30 - 22:30', 'Thursday': '13:30 - 22:30', 'Friday': '13:30 - 23:00', 'Saturday': '13:30 - 23:00', 'Sunday': '13:00 - 18:00'};https://www.happycow.net/reviews/jodidamente-madrid-409287;0.0;Centro
Zíngara;Plaza de las Salesas, 8,Madrid,Spain,28004;40.423742;-3.694659;6.0;4.0;['Middle Eastern'];11;Moderado;+34-652188063;No website;No instagram;No facebook;{'Monday': 'Closed', 'Tuesday': '20:00 - 01:00', 'Wednesday': '20:00 - 01:00', 'Thursday': '19:00 - 02:00', 'Friday': '19:00 - 02:00', 'Saturday': '13:00 - 17:00, 19:00 - 02:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/zingara-madrid-372967;0.0;Centro
EatMyTrip Brunch & Dinner Madrid;Calle Manuela Malasaña 17,Madrid,Spain,28004;40.428583;-3.703901;7.0;3.5;['American', 'International', 'Mediterranean', 'Fusion', 'Australian'];5;Moderado;+34-689960975;https://eatmytrip.com/brunch-madrid-malasana;http://www.instagram.com/eatmytripmadrid;http://facebook.com/eatmytripmalasana;{'Monday': '10:00 - 17:00', 'Tuesday': '10:00 - 17:00', 'Wednesday': '10:00 - 17:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 18:00'};https://www.happycow.net/reviews/eatmytrip-brunch-and-dinner-madrid-306251;0.0;Centro
Pizzería Limonzello;Plaza de Cascorro, 1,Madrid,Spain,28005;40.411372;-3.707097;0.0;0.0;['Italian'];3;Barato;+34-914296690;No website;http://www.instagram.com/limonzellopizza_artesana;http://facebook.com/p/Limoncello-Pizzeria-100068092118086;{'Monday': '12:00 - 01:00', 'Tuesday': '12:00 - 01:00', 'Wednesday': '12:00 - 01:00', 'Thursday': '12:00 - 01:00', 'Friday': '12:00 - 01:00', 'Saturday': '12:00 - 02:00', 'Sunday': '12:00 - 02:00'};https://www.happycow.net/reviews/pizzeria-limonzello-madrid-356090;0.0;Centro
ALCHEMY;C. de San Millán, 4,Madrid,Spain,28012;40.411489;-3.707749;1.0;4.0;['Spanish'];0;No price range;+34-631413272;No website;http://www.instagram.com/alchemyspecialty/;No facebook;{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/alchemy-specialty-coffee-madrid-408408;0.0;Centro
B-good;Calle de San Millán, 6,Madrid,Spain,28012;40.411466;-3.707836;1.0;3.0;['Asian', 'Vietnamese'];1;Barato;+34-605951977;No website;No instagram;http://facebook.com/B-Good-Madrid-110053224125516;{'Monday': '12:00 - 16:00', 'Tuesday': '12:00 - 16:00', 'Wednesday': '12:00 - 16:00', 'Thursday': '12:00 - 16:00', 'Friday': '12:00 - 16:00', 'Saturday': '12:00 - 16:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/b-good-madrid-276182;0.0;Centro
Villa Capri;Calle de Hortaleza, 118,Madrid,Spain,28004;40.426101;-3.696722;4.0;2.0;['Italian'];13;Moderado;+34-914416299;https://www.bigmammagroup.com/en/trattorias/villa-capri;No instagram;No facebook;{'Monday': '13:30 - 16:00, 19:30 - 22:30', 'Tuesday': '13:30 - 16:00, 19:30 - 22:30', 'Wednesday': '13:30 - 16:00, 19:30 - 22:30', 'Thursday': '13:30 - 16:00, 19:30 - 23:00', 'Friday': '13:30 - 16:00, 19:30 - 23:00', 'Saturday': '12:30 - 16:30, 19:30 - 23:00', 'Sunday': '12:30 - 16:30, 19:30 - 22:30'};https://www.happycow.net/reviews/villa-capri-madrid-240324;0.0;Centro
Dirty Joe's by Huera;C de San Bernardo, 86,Madrid,Spain,28004;40.428679;-3.705858;2.0;3.5;[];0;No price range;+34-932200795;https://glovoapp.com/es/en/madrid/dirty-joes-vegan-burger-by-heura-madrid/;http://www.instagram.com/_dirtyjoes;No facebook;{'Monday': '13:00 - 23:30', 'Tuesday': '13:00 - 19:00, 19:30 - 23:30', 'Wednesday': '13:00 - 23:30', 'Thursday': '13:00 - 19:00, 19:30 - 23:30', 'Friday': '13:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:30'};https://www.happycow.net/reviews/dirty-joes-by-huera-madrid-413899;0.0;Centro
Taquería La Lupita;Calle del Conde de Xiquena, 10,Madrid,Spain,28004;40.423185;-3.694059;2.0;3.5;['Mexican'];7;Moderado;+34-911526565;https://lalupita.es/;http://www.instagram.com/taquerialalupita_madrid;http://facebook.com/taquerialalupita;{'Monday': '13:30 - 17:00, 20:00 - 00:00', 'Tuesday': '13:30 - 17:00, 20:00 - 00:00', 'Wednesday': '13:30 - 17:00, 20:00 - 00:00', 'Thursday': '13:30 - 17:00, 20:00 - 00:00', 'Friday': '13:30 - 00:00', 'Saturday': '13:30 - 00:00', 'Sunday': '13:30 - 00:00'};https://www.happycow.net/reviews/taqueria-la-lupita-madrid-293907;0.0;Centro
Nuria;Calle de Manuela Malasana, 6,Madrid,Spain,28004;40.428728;-3.703235;7.0;4.0;[];17;Moderado;+34-915916327;http://www.nuriarestauranteetiope.es/;No instagram;http://facebook.com/Restaurante-Et%C3%ADope-Nuria-122131384488432;{'Monday': '11:30 - 00:00', 'Tuesday': '11:30 - 01:00', 'Wednesday': '11:30 - 01:00', 'Thursday': '11:30 - 01:00', 'Friday': '11:30 - 01:00', 'Saturday': '11:30 - 01:00', 'Sunday': '11:30 - 01:00'};https://www.happycow.net/reviews/nuria-madrid-167211;0.0;Centro
Taberna Garibaldi ;C del Ave María, 6,Madrid,Spain,28012;40.411689;-3.700359;1.0;4.0;['Italian', 'Western', 'European', 'Spanish'];2;Moderado;+34-915010122;https://www.tabernagaribaldi.com/;http://www.instagram.com/bartabernagaribaldi;No facebook;{'Monday': 'Closed', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 02:00', 'Saturday': '12:00 - 02:00', 'Sunday': '12:00 - 18:00'};https://www.happycow.net/reviews/taberna-garibaldi-madrid-403649;0.0;Centro
Coco House;5 Calle de Campoamor,Madrid,Spain,28004;40.425844;-3.696118;11.0;4.5;['European'];23;Moderado;+34-622741365;http://ilovecocohouse.com/;http://www.instagram.com/cocohouse.es;No facebook;{'Monday': '10:00 - 20:00', 'Tuesday': '10:00 - 20:00', 'Wednesday': '10:00 - 20:00', 'Thursday': '10:00 - 20:00', 'Friday': '10:00 - 21:00', 'Saturday': '10:00 - 21:00', 'Sunday': '10:00 - 20:00'};https://www.happycow.net/reviews/coco-house-madrid-276614;0.0;Centro
UNFLTRD Coffee;C. de Amaniel, 36, Centro,Madrid,Spain,28015;40.428192;-3.709343;1.0;4.0;[];0;No price range;+34-915595784;No website;http://www.instagram.com/unfltrdcoffee;No facebook;{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '09:00 - 17:00', 'Thursday': '09:00 - 17:00', 'Friday': '09:00 - 16:00', 'Saturday': '10:00 - 15:30', 'Sunday': '10:00 - 15:30'};https://www.happycow.net/reviews/unfltrd-coffee-madrid-427038;0.0;Centro
Osom - Atelier;2 Calle de Santa Teresa,Madrid,Spain,28004;40.426233;-3.696518;3.0;3.5;[];0;Barato;+34-913244999;https://www.somososom.com/;http://www.instagram.com/somososom;No facebook;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'};https://www.happycow.net/reviews/osom-madrid-347137;0.0;Centro
Hermanas Arce;C. Marqués de Monasterio, 6,Madrid,Spain,28004;40.422988;-3.693649;2.0;4.0;['Western'];0;No price range;+34-918708593;No website;http://www.instagram.com/hermanasarce;http://facebook.com/hermanasae;{'Monday': '09:00 - 16:30', 'Tuesday': '09:00 - 16:30', 'Wednesday': '09:00 - 16:30', 'Thursday': '09:00 - 16:30', 'Friday': '09:00 - 16:30', 'Saturday': 'Closed', 'Sunday': 'Closed'};https://www.happycow.net/reviews/hermanas-arce-madrid-406570;0.0;Centro
